"GENOME_NAME"	"ACCESSION"	"ANNOTATION"	"FEATURE_TYPE"	"NA_FEATURE_ID"	"LOCUS_TAG"	"START"	"END"	"STRAND"	"NA_LENGTH"	"GENE"	"PRODUCT"	"SEQID"	"GENUS"	"SPECIES"
"Lactobacillus salivarius UCC118"	"NC_007929"	"PATRIC"	"rRNA"	22279451	"VBILacSal43464_r073"	1300759	1302345	"-"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007929:1300759-1302345:-:Lactobacillus_salivarius_UCC118"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius UCC118"	"NC_007929"	"PATRIC"	"rRNA"	22279637	"VBILacSal43464_r080"	1410421	1412007	"-"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007929:1410421-1412007:-:Lactobacillus_salivarius_UCC118"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius UCC118"	"NC_007929"	"PATRIC"	"rRNA"	22280477	"VBILacSal43464_r099"	1817287	1818873	"-"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007929:1817287-1818873:-:Lactobacillus_salivarius_UCC118"	"Lactobacillus"	"salivarius"
"Lactobacillus sanfranciscensis TMW 1.1304"	"NC_015978"	"PATRIC"	"rRNA"	58694825	"VBILacSan150155_r002"	40694	42215	"+"	1522	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_015978:40694-42215:+:Lactobacillus_sanfranciscensis_TMW_1.1304"	"Lactobacillus"	"sanfranciscensis"
"Lactobacillus sanfranciscensis TMW 1.1304"	"NC_015978"	"PATRIC"	"rRNA"	58695007	"VBILacSan150155_r005"	121118	122639	"+"	1522	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_015978:121118-122639:+:Lactobacillus_sanfranciscensis_TMW_1.1304"	"Lactobacillus"	"sanfranciscensis"
"Lactobacillus sanfranciscensis TMW 1.1304"	"NC_015978"	"PATRIC"	"rRNA"	58695522	"VBILacSan150155_r011"	360529	362051	"+"	1523	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_015978:360529-362051:+:Lactobacillus_sanfranciscensis_TMW_1.1304"	"Lactobacillus"	"sanfranciscensis"
"Lactobacillus sanfranciscensis TMW 1.1304"	"NC_015978"	"PATRIC"	"rRNA"	58695532	"VBILacSan150155_r015"	367305	368827	"+"	1523	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_015978:367305-368827:+:Lactobacillus_sanfranciscensis_TMW_1.1304"	"Lactobacillus"	"sanfranciscensis"
"Lactobacillus sanfranciscensis TMW 1.1304"	"NC_015978"	"PATRIC"	"rRNA"	58695636	"VBILacSan150155_r020"	422078	423600	"+"	1523	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_015978:422078-423600:+:Lactobacillus_sanfranciscensis_TMW_1.1304"	"Lactobacillus"	"sanfranciscensis"
"Lactobacillus sanfranciscensis TMW 1.1304"	"NC_015978"	"PATRIC"	"rRNA"	58696940	"VBILacSan150155_r070"	1008835	1010357	"-"	1523	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_015978:1008835-1010357:-:Lactobacillus_sanfranciscensis_TMW_1.1304"	"Lactobacillus"	"sanfranciscensis"
"Lactobacillus sanfranciscensis TMW 1.1304"	"NC_015978"	"PATRIC"	"rRNA"	58697585	"VBILacSan150155_r082"	1279189	1280710	"-"	1522	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_015978:1279189-1280710:-:Lactobacillus_sanfranciscensis_TMW_1.1304"	"Lactobacillus"	"sanfranciscensis"
"Lactobacillus sp. 7_1_47FAA"	"ACWR01000022"	"PATRIC"	"rRNA"	68027717	"VBILacSp145496_r058"	381	1946	"+"	1566	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"ACWR01000022:381-1946:+:Lactobacillus_sp._7_1_47FAA"	"Lactobacillus"	"sp."
"Lactobacillus gigeriorum CRBIP 24.85"	"CAKC01000053"	"PATRIC"	"rRNA"	101623373	"VBILacGig181218_r025"	1	1487	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CAKC01000053:1-1487:-:Lactobacillus_gigeriorum_CRBIP_24.85"	"Lactobacillus"	"gigeriorum"
"Lactobacillus suebicus KCTC 3549"	"BACO01000094"	"PATRIC"	"rRNA"	59591960	"VBILacSue203137_r039"	3309	4880	"-"	1572	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"BACO01000094:3309-4880:-:Lactobacillus_suebicus_KCTC_3549"	"Lactobacillus"	"suebicus"
"Lactobacillus ultunensis DSM 16047"	"NZ_GG693258"	"PATRIC"	"rRNA"	29220713	"VBILacUlt69912_r033"	3649	5207	"-"	1559	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG693258:3649-5207:-:Lactobacillus_ultunensis_DSM_16047"	"Lactobacillus"	"ultunensis"
"Lactobacillus versmoldensis KCTC 3814"	"BACR01000055"	"PATRIC"	"rRNA"	59596976	"VBILacVer201387_r051"	74	1642	"-"	1569	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"BACR01000055:74-1642:-:Lactobacillus_versmoldensis_KCTC_3814"	"Lactobacillus"	"versmoldensis"
"Lactobacillus vini JP7.8.9"	"AHZA01000512"	"PATRIC"	"rRNA"	73884047	"VBILacVin227244_r047"	101	1682	"+"	1582	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AHZA01000512:101-1682:+:Lactobacillus_vini_JP7.8.9"	"Lactobacillus"	"vini"
"Pediococcus acidilactici 7_4"	"NZ_GG730090"	"PATRIC"	"rRNA"	35853145	"VBIPedAci303_r051"	150	1687	"+"	1538	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG730090:150-1687:+:Pediococcus_acidilactici_7_4"	"Pediococcus"	"acidilactici"
"Pediococcus acidilactici DSM 20284"	"NZ_GL397069"	"PATRIC"	"rRNA"	41904981	"VBIPedAci166297_r056"	97	1634	"-"	1538	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GL397069:97-1634:-:Pediococcus_acidilactici_DSM_20284"	"Pediococcus"	"acidilactici"
"Pediococcus acidilactici MA18/5M"	"AGKB01000005"	"PATRIC"	"rRNA"	71444136	"VBIPedAci223341_r005"	47674	49230	"+"	1557	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AGKB01000005:47674-49230:+:Pediococcus_acidilactici_MA18/5M"	"Pediococcus"	"acidilactici"
"Pediococcus acidilactici MA18/5M"	"AGKB01000006"	"PATRIC"	"rRNA"	71444868	"VBIPedAci223341_r011"	77066	78622	"+"	1557	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AGKB01000006:77066-78622:+:Pediococcus_acidilactici_MA18/5M"	"Pediococcus"	"acidilactici"
"Pediococcus acidilactici MA18/5M"	"AGKB01000010"	"PATRIC"	"rRNA"	71446231	"VBIPedAci223341_r052"	758	2315	"-"	1558	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AGKB01000010:758-2315:-:Pediococcus_acidilactici_MA18/5M"	"Pediococcus"	"acidilactici"
"Pediococcus acidilactici MA18/5M"	"AGKB01000010"	"PATRIC"	"rRNA"	71446918	"VBIPedAci223341_r071"	319431	320987	"-"	1557	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AGKB01000010:319431-320987:-:Pediococcus_acidilactici_MA18/5M"	"Pediococcus"	"acidilactici"
"Pediococcus claussenii ATCC BAA-344"	"CP003137"	"PATRIC"	"rRNA"	61333164	"VBIPedCla151045_r002"	58375	59933	"+"	1559	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003137:58375-59933:+:Pediococcus_claussenii_ATCC_BAA-344"	"Pediococcus"	"claussenii"
"Pediococcus claussenii ATCC BAA-344"	"CP003137"	"PATRIC"	"rRNA"	61333600	"VBIPedCla151045_r007"	281995	283553	"+"	1559	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003137:281995-283553:+:Pediococcus_claussenii_ATCC_BAA-344"	"Pediococcus"	"claussenii"
"Pediococcus claussenii ATCC BAA-344"	"CP003137"	"PATRIC"	"rRNA"	61334555	"VBIPedCla151045_r021"	773984	775542	"+"	1559	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003137:773984-775542:+:Pediococcus_claussenii_ATCC_BAA-344"	"Pediococcus"	"claussenii"
"Pediococcus claussenii ATCC BAA-344"	"CP003137"	"PATRIC"	"rRNA"	61335447	"VBIPedCla151045_r061"	1191379	1192937	"-"	1559	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003137:1191379-1192937:-:Pediococcus_claussenii_ATCC_BAA-344"	"Pediococcus"	"claussenii"
"Pediococcus pentosaceus ATCC 25745"	"NC_008525"	"PATRIC"	"rRNA"	22873574	"VBIPedPen34213_r002"	116894	118450	"+"	1557	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_008525:116894-118450:+:Pediococcus_pentosaceus_ATCC_25745"	"Pediococcus"	"pentosaceus"
"Pediococcus pentosaceus ATCC 25745"	"NC_008525"	"PATRIC"	"rRNA"	22873830	"VBIPedPen34213_r005"	277876	279433	"+"	1558	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_008525:277876-279433:+:Pediococcus_pentosaceus_ATCC_25745"	"Pediococcus"	"pentosaceus"
"Pediococcus pentosaceus ATCC 25745"	"NC_008525"	"PATRIC"	"rRNA"	22874588	"VBIPedPen34213_r011"	671636	673192	"+"	1557	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_008525:671636-673192:+:Pediococcus_pentosaceus_ATCC_25745"	"Pediococcus"	"pentosaceus"
"Pediococcus pentosaceus ATCC 25745"	"NC_008525"	"PATRIC"	"rRNA"	22875770	"VBIPedPen34213_r051"	1213949	1215505	"-"	1557	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_008525:1213949-1215505:-:Pediococcus_pentosaceus_ATCC_25745"	"Pediococcus"	"pentosaceus"
"Pediococcus pentosaceus ATCC 25745"	"NC_008525"	"PATRIC"	"rRNA"	22876392	"VBIPedPen34213_r069"	1506430	1507986	"-"	1557	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_008525:1506430-1507986:-:Pediococcus_pentosaceus_ATCC_25745"	"Pediococcus"	"pentosaceus"
"Pediococcus pentosaceus IE-3"	"CAHU01000036"	"PATRIC"	"rRNA"	93818497	"VBIPedPen231640_r052"	90	1646	"-"	1557	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CAHU01000036:90-1646:-:Pediococcus_pentosaceus_IE-3"	"Pediococcus"	"pentosaceus"
